CustomerID,recency,fequency,monetry,RFM_Score
18122,31,304,1275.22,555
13115,31,302,1291.76,555
14178,31,300,1098.05,555
14766,31,296,1425.52,555
13090,31,268,1775.52,555
16701,31,264,1097.42,555
14732,31,258,1586.82,555
16156,31,258,1221.91,555
16570,31,248,1866.99,555
17321,31,246,1214.95,555
13971,31,234,1026.39,555
14659,31,228,1142.26,555
15563,31,222,860.08,555
16293,31,217,1324.92,555
14626,31,204,1006.14,555
17071,31,203,1098,555
17293,31,197,933.98,555
15531,31,194,1009.74,555
12553,31,189,861.3,555
12562,31,187,855.7,555
12951,31,185,909.13,555
15373,31,183,1302.58,555
17063,31,183,832.36,555
14309,31,179,842.23,555
17768,31,173,886.69,555
13854,31,171,1111.83,555
15547,30,1086,5213.11,555
13969,30,981,4647.58,555
14895,30,878,5858.37,555
15078,30,696,3219.87,555
15570,30,675,3843.87,555
14031,30,610,3923.05,555
15271,30,530,2490.56,555
12668,30,465,2305.14,555
14688,30,452,1843.82,555
13458,30,445,2045.05,555
18055,30,438,2816.28,555
18245,30,398,1777.15,555
17686,30,381,2254.13,555
12359,30,350,3373.8,555
14092,30,348,1734.42,555
12970,30,314,1307.6,555
16474,30,311,1320.1,555
14493,30,300,1455.9,555
12856,30,300,1373.53,555
16440,30,292,1251.96,555
12536,30,249,1206.05,555
12700,30,248,1100.39,555
17567,30,195,856.07,555
14292,30,190,985.97,555
14560,30,184,1215.6,555
15123,30,173,865.17,555
16103,30,167,1007.4,555
13884,30,158,886.02,555
16033,28,1280,6903.91,555
13319,28,909,5064.31,555
16931,28,844,3459.82,555
14456,28,836,3195.24,555
15867,28,828,4519.03,555
17954,28,648,2664.7,555
16283,28,497,2131.39,555
13736,28,487,2191.79,555
12490,28,412,1671.38,555
16326,28,394,2786.65,555
14583,28,388,1623.38,555
13838,28,349,1748.09,555
17858,28,292,2272.87,555
17618,28,288,1569.49,555
16905,28,277,1584.3,555
18065,28,263,1693.88,555
17827,28,235,943.94,555
14096,27,4479,28073.64,555
17920,27,1403,6317.03,555
13230,27,1061,4909.97,555
17811,27,1036,4751.59,555
15358,27,965,3860.03,555
16746,27,906,4112.65,555
15856,27,896,3615.18,555
14194,27,890,4712.83,555
13001,27,838,3692.5,555
16904,27,772,3650.99,555
15640,27,714,3483.05,555
14546,27,701,3188.75,555
17706,27,677,4148.46,555
16684,27,636,2926.52,555
12841,27,604,2627.53,555
16360,27,580,2506.6,555
16200,27,504,2443.74,555
16873,27,502,2524.39,555
16910,27,486,2089.94,555
15033,27,478,1968.47,555
12683,27,453,1924.4,555
12957,27,443,2391.53,555
13985,27,438,1943.46,555
17218,27,434,2086.81,555
17426,27,419,2007.72,555
14649,27,418,2106.88,555
16592,27,399,1677.53,555
15031,27,357,1682.53,555
15572,27,328,1843.86,555
15290,27,291,1403.09,555
17404,27,279,1050.91,555
15628,27,272,1240.63,555
16057,27,242,1437.36,555
14060,27,242,862.07,555
13021,27,238,1371.62,555
12782,27,209,990.74,555
14401,27,207,837.63,555
15550,27,202,985.89,555
15854,27,193,949.38,555
13126,27,190,847.87,555
18044,27,189,1196.01,555
17402,27,171,1039.07,555
13305,27,160,954.63,555
13173,27,159,802.76,555
14298,26,2255,8311.24,555
12921,26,1358,5731.5,555
13694,26,1061,3956.71,555
17611,26,922,4230.44,555
18283,26,868,3223.84,555
12682,26,858,4047.68,555
15023,26,841,5109.91,555
15061,26,826,3666.19,555
17346,26,794,3390.57,555
16764,26,644,2833.05,555
14562,26,558,2909.99,555
16133,26,531,3484.83,555
18225,26,521,2588.61,555
12709,26,510,2681.91,555
17861,26,505,2124.1,555
14572,26,444,2297.92,555
15622,26,425,2524.74,555
13881,26,424,2033.03,555
15194,26,421,1830.59,555
12749,26,384,2950.54,555
13709,26,379,2090.07,555
12766,26,378,1735.53,555
12971,26,361,1584.86,555
17884,26,352,1422.98,555
14110,26,348,1620.65,555
17593,26,347,1592.88,555
14735,26,346,2016.71,555
12417,26,308,2131.3,555
14547,26,303,1551.65,555
14071,26,297,1343.69,555
16016,26,280,1476.92,555
14825,26,273,1230.3,555
17730,26,273,1078.1,555
14907,26,259,1458.71,555
13362,26,259,1379.5,555
16571,26,259,1067.17,555
12362,26,250,1386.55,555
13755,26,248,1342.96,555
17728,26,235,1293.72,555
12877,26,228,874.36,555
16987,26,227,1403.06,555
14543,26,221,1983.77,555
14869,26,218,982.22,555
16013,26,215,1003.13,555
12753,26,213,923.86,555
14868,26,212,972.65,555
15907,26,202,877.09,555
13199,26,198,861.33,555
17659,26,185,1123.94,555
16554,26,183,1071.26,555
16143,26,176,1051.84,555
14871,26,176,935.87,555
13089,25,3068,14344.02,555
14527,25,2275,16481.83,555
17511,25,1846,8370.06,555
14769,25,1278,6071.32,555
12471,25,1227,6034.01,555
17238,25,971,4551.13,555
14085,25,878,4095.79,555
16779,25,862,3602.76,555
15498,25,827,4225.86,555
17735,25,827,3722.01,555
17602,25,778,3062.85,555
16393,25,705,2803.54,555
14395,25,687,3365.36,555
13767,25,682,3735.83,555
13668,25,664,3554.89,555
14534,25,656,3525.74,555
15984,25,634,2934.24,555
15750,25,563,2705.83,555
12839,25,517,2088.84,555
17049,25,503,3208.69,555
17449,25,473,2364.16,555
12720,25,466,2009.78,555
12583,25,413,1715.97,555
17091,25,411,2070.2,555
13267,25,407,2237.1,555
15298,25,398,1718.09,555
13534,25,396,1926.26,555
17017,25,391,1509.38,555
16426,25,321,1316.19,555
16525,25,300,1689.01,555
14189,25,299,1315.07,555
13756,25,298,1449.73,555
16458,25,270,1077.24,555
13769,25,259,1419.32,555
12615,25,255,1234.47,555
12935,25,246,1147.72,555
17097,25,243,1084.07,555
17870,25,238,988.63,555
16191,25,231,1060.33,555
14032,25,229,934.73,555
13870,25,222,1007.43,555
14739,25,221,1008.18,555
13014,25,218,1374.97,555
18272,25,217,959.74,555
15701,25,207,1046.08,555
17412,25,204,1487.63,555
12747,25,189,1300.17,555
12347,25,188,854.92,555
17590,25,183,865.17,555
18219,25,177,1075.79,555
17841,24,10704,49801.42,555
14911,24,9878,54425.72,555
14606,24,5479,26673.75,555
14646,24,3611,15608.36,555
13081,24,2020,8313.41,555
13263,24,1671,7332.07,555
14796,24,1320,5345.58,555
17757,24,1198,5766.98,555
14415,24,1110,5765.6,555
14056,24,1077,5161.25,555
17675,24,1054,5709.07,555
16161,24,1050,5270.33,555
13408,24,774,3467.84,555
17243,24,757,5056.05,555
13798,24,730,3136.29,555
13078,24,694,4255.7,555
15159,24,691,3518.03,555
12621,24,688,3041.83,555
17677,24,650,3075.57,555
14702,24,614,3560.49,555
18109,24,606,4038.77,555
13468,24,588,3760.07,555
13098,24,578,2820.23,555
15443,24,572,2850.61,555
18223,24,564,2878.02,555
13680,24,537,2522.9,555
12437,24,513,2310.81,555
12476,24,502,3135.89,555
15898,24,482,2807.23,555
14291,24,476,2117.78,555
13102,24,471,2393.08,555
16794,24,463,1794.05,555
13269,24,450,2054.03,555
13013,24,448,2251.33,555
17673,24,438,1616.65,555
17530,24,437,1915.57,555
14730,24,421,1916.59,555
13521,24,387,1501.9,555
13599,24,366,1624.44,555
13394,24,365,1552.78,555
16401,24,364,1283.76,555
16891,24,352,1877.24,555
15950,24,348,1784.46,555
16523,24,347,2169.86,555
14653,24,344,1791.71,555
16019,24,340,1977.57,555
15755,24,327,1559.21,555
13883,24,313,1642.74,555
17644,24,310,1637.99,555
13510,24,267,1372.14,555
15796,24,263,1672.01,555
15453,24,259,1180.89,555
15189,24,252,1590.71,555
13077,24,248,1021.29,555
17528,24,247,1332.73,555
13471,24,239,1055.78,555
16210,24,235,1459.37,555
12523,24,234,1446.48,555
15484,24,226,946.08,555
14719,24,222,971.59,555
16442,24,221,943.9,555
14191,24,216,808.62,555
16933,24,215,1132.09,555
14135,24,191,788.3,555
14698,24,189,927.14,555
14442,24,177,1799.21,555
13536,24,174,912.13,555
13890,24,168,901.68,555
14217,24,165,1317.61,555
17491,24,164,815.08,555
12748,23,5742,25256.47,555
15311,23,3654,16637.56,555
13069,23,942,3647.2,555
18102,23,932,5493.02,555
17364,23,762,3536.34,555
17581,23,752,4047.38,555
16558,23,673,3604.45,555
17428,23,664,3673.47,555
16705,23,652,3926.15,555
17315,23,649,3253.88,555
15910,23,574,2174.45,555
12433,23,508,2164.47,555
14422,23,469,2296.27,555
13113,23,433,2533.48,555
17389,23,364,2652.54,555
12662,23,351,1626.08,555
13426,23,330,1349.9,555
14051,23,280,1744.44,555
14446,23,277,1041.33,555
13777,23,275,1087.49,555
15804,23,252,1488.02,555
17001,23,249,1242.94,555
16954,23,188,894.52,555
16626,23,178,1096.26,555
13569,40,161,744.22,554
17685,39,175,690.62,554
17345,38,178,752.68,554
13588,38,166,565.04,554
14591,38,159,747.37,554
15872,37,166,720.38,554
14577,35,168,780.71,554
15009,35,164,725.82,554
15838,34,166,619.74,554
17188,34,159,752.62,554
13211,33,181,614.2,554
14321,33,161,601.67,554
16657,32,178,636.53,554
17381,31,161,555.18,554
18198,27,163,709.82,554
14083,27,161,767.78,554
14282,26,202,715.68,554
16353,26,169,768.61,554
16015,26,161,534.3,554
17290,26,160,755.56,554
17883,26,157,754.1,554
14132,25,192,716.47,554
14087,25,175,703.05,554
15525,25,170,772.2,554
14204,25,164,768.73,554
16678,25,162,632.88,554
12955,24,177,657.8,554
16633,40,146,977.03,545
13831,39,145,1028.05,545
15270,38,148,1305.91,545
16800,34,147,844.01,545
14290,34,145,867.3,545
17739,34,142,882.33,545
15511,34,123,788.69,545
14125,33,155,807.53,545
15712,32,136,839.36,545
15687,31,155,982.88,545
12963,31,155,808.68,545
17044,31,145,845.27,545
14047,31,139,870.69,545
16240,31,130,816.87,545
16899,30,156,791.46,545
14428,30,130,825.29,545
16359,30,123,1232.26,545
17114,28,117,877.45,545
14629,27,144,834.94,545
13507,26,149,803.05,545
13994,26,140,818.64,545
12584,26,117,1110,545
16539,25,124,993.95,545
14441,23,145,1199.23,545
15694,23,136,909.17,545
14447,41,91,408.03,544
15671,41,75,348.76,544
14551,41,73,376.26,544
14515,40,154,753.42,544
18139,40,152,535.68,544
16261,40,145,753.21,544
16748,40,132,485.1,544
17324,40,130,550.75,544
17759,40,126,551.12,544
17371,40,124,611.44,544
12483,40,120,522.1,544
16365,40,99,707.22,544
13363,40,99,441.53,544
15106,40,97,433.5,544
16330,40,97,427.32,544
14834,40,87,541.36,544
12586,40,83,613.12,544
15901,39,141,568.22,544
14790,39,134,454.77,544
14205,39,132,776.21,544
12948,39,122,602.79,544
17135,39,120,631.65,544
14744,39,112,685.49,544
15253,39,109,442.11,544
16066,39,98,505.06,544
17809,39,85,462.2,544
15743,39,79,541.49,544
16343,39,77,388.44,544
14020,39,70,407.6,544
16653,39,68,369.88,544
15953,38,136,776.69,544
12388,38,133,629.96,544
18188,38,128,565.29,544
15482,38,124,725.65,544
12784,38,117,568.46,544
14756,38,114,639.79,544
14805,38,112,758.4,544
16885,38,112,542.88,544
15594,38,93,468.5,544
16173,38,83,507.53,544
17671,38,79,453.2,544
17458,38,77,345.02,544
13184,37,142,581.4,544
14966,37,124,541.38,544
15117,37,120,494.84,544
12531,37,118,531.74,544
12438,37,93,484.91,544
17624,37,90,449.65,544
17329,37,82,395.97,544
13579,37,78,430.38,544
17302,37,78,364.47,544
13149,37,73,367.03,544
15737,37,72,434.29,544
15987,35,153,639.73,544
17236,35,144,774.01,544
16877,35,144,658.78,544
13546,35,128,550.91,544
17864,35,126,475.26,544
18001,35,121,534.26,544
18156,35,112,553.33,544
14954,35,105,525.58,544
15054,35,101,380.08,544
17595,35,80,362.71,544
17411,35,78,427.08,544
14901,34,134,688.38,544
15022,34,128,623.07,544
17299,34,103,381.45,544
17988,34,102,539.7,544
17852,34,97,362.92,544
15561,34,94,498.58,544
13030,34,87,462.11,544
12674,34,82,366.03,544
17237,34,67,350.11,544
12727,33,156,645.14,544
14235,33,132,555.33,544
14824,33,129,602.57,544
14866,33,128,642.33,544
15089,33,118,649.37,544
14408,33,117,464.29,544
13428,33,117,444.55,544
14452,33,110,567.61,544
17655,33,104,658.78,544
12670,33,104,479.81,544
14550,33,92,406.12,544
13467,33,88,430.16,544
18161,33,86,489.86,544
17772,33,85,428.71,544
17101,33,69,377.65,544
18241,32,148,772.53,544
13203,32,146,536.03,544
12429,32,140,681.12,544
13647,32,134,711.17,544
18230,32,133,566.2,544
13212,32,123,748.91,544
18179,32,102,489.29,544
15903,32,99,441.51,544
12494,32,97,483.04,544
14893,32,93,485.1,544
16361,32,93,482.53,544
15113,32,92,380.9,544
14875,32,89,549.91,544
15611,32,81,654.35,544
16295,32,72,423.65,544
12528,32,68,476.88,544
14644,32,67,545.03,544
14262,31,142,581.72,544
13644,31,137,728.64,544
17566,31,136,628.52,544
17350,31,132,639.19,544
16496,31,132,609.5,544
15434,31,131,709.06,544
13365,31,125,665.64,544
15602,31,123,580.83,544
12901,31,120,425.02,544
16376,31,115,523.16,544
13159,31,106,493.78,544
14389,31,105,407.71,544
15172,31,102,417.72,544
14440,31,98,678.45,544
14655,31,94,461.66,544
15060,31,94,367.54,544
15948,31,92,420.5,544
15028,31,92,377.56,544
17115,31,88,648.73,544
13310,31,87,473.47,544
17014,31,72,361.91,544
13183,30,145,567.16,544
15769,30,143,548.1,544
18097,30,132,684.92,544
14897,30,121,768.93,544
13495,30,120,527.44,544
13297,30,118,570.97,544
13309,30,118,405.18,544
17584,30,112,677.18,544
17157,30,109,530.75,544
17221,30,109,478.21,544
14250,30,108,482.78,544
17086,30,87,366.94,544
13780,30,85,389.67,544
17183,30,70,445.63,544
13705,30,69,449.45,544
13558,28,151,634.87,544
17750,28,146,390.88,544
13435,28,144,702.73,544
13596,28,144,623.72,544
17629,28,138,606.3,544
13956,28,134,741.28,544
13704,28,118,648.6,544
17131,28,115,655.12,544
12724,28,113,492.55,544
12560,28,101,467.03,544
17173,28,82,477.1,544
16438,28,79,352.16,544
12952,28,74,431.62,544
17676,27,135,517.95,544
15392,27,134,609.47,544
17254,27,127,463.99,544
14696,27,126,592.14,544
16600,27,120,478.47,544
17817,27,119,745.68,544
17006,27,108,578.04,544
16379,27,106,436.33,544
18180,27,106,417.27,544
15932,27,101,368.49,544
14759,27,97,716.47,544
14198,27,84,615.34,544
12913,27,80,406.83,544
17579,27,79,412.61,544
12381,27,78,418.83,544
17090,27,78,361.08,544
13417,27,75,490.89,544
14503,26,148,671.81,544
14121,26,147,673.04,544
14673,26,145,624.28,544
12820,26,141,622.45,544
15157,26,127,495.82,544
14113,26,126,598.18,544
16076,26,125,569.85,544
16201,26,122,514.84,544
17744,26,119,350.27,544
16979,26,116,640.83,544
17705,26,115,588.45,544
14418,26,115,451.02,544
14293,26,106,516.79,544
13225,26,100,511.7,544
15814,26,97,518.85,544
12989,26,96,482.48,544
16790,26,89,391.56,544
16495,26,83,426.86,544
17481,26,78,351.91,544
14216,26,71,486.08,544
13949,25,149,518.05,544
12826,25,145,566.11,544
16817,25,143,786.63,544
12569,25,141,693.22,544
15471,25,134,566.67,544
14904,25,128,406.59,544
17434,25,124,616.57,544
18092,25,121,635.89,544
16672,25,114,652.23,544
17266,25,106,517.43,544
17042,25,90,351.24,544
14794,25,82,527.39,544
12783,25,71,411.64,544
17949,24,155,762.79,544
16358,24,149,579.89,544
14621,24,145,696.64,544
18210,24,136,760.93,544
13924,24,132,647.31,544
16892,24,131,728.3,544
15877,24,115,439.84,544
14129,24,108,477.33,544
17451,24,104,460.59,544
15214,24,97,442.53,544
15237,24,92,417.85,544
15187,24,90,452,544
17405,24,88,463.58,544
16833,24,87,780.33,544
17554,24,83,422.24,544
17526,24,82,688.69,544
13860,24,75,414.16,544
17754,23,153,488.96,544
12423,23,132,564.83,544
17490,23,118,571.11,544
12518,23,113,473.87,544
14397,23,94,381.8,544
17155,40,71,277.59,543
12619,39,89,298.38,543
14336,39,82,298.6,543
15398,39,68,320.73,543
12620,37,78,319.24,543
15134,37,76,320.41,543
14093,35,90,318.64,543
13991,35,77,278.21,543
16024,35,77,257.09,543
14597,34,87,337.95,543
15721,34,77,315.68,543
18101,34,73,322.26,543
17379,34,70,231.52,543
16900,34,69,281.79,543
14511,34,68,312.79,543
17306,33,74,260.62,543
14005,32,76,327.3,543
16169,31,79,324.87,543
12684,30,97,334.33,543
12364,30,75,239.79,543
12762,30,67,266.79,543
13822,28,82,319.81,543
17936,28,70,307.96,543
14075,27,76,283.09,543
16620,26,79,337.61,543
17914,26,70,269.6,543
13109,25,68,326,543
14251,24,77,313.75,543
12985,23,72,277.7,543
15497,40,66,389.54,534
13456,40,62,343.4,534
17410,39,64,351.33,534
13350,39,37,353.23,534
13589,37,46,426.47,534
13064,35,66,507.07,534
18112,35,59,344.04,534
16915,32,61,521.91,534
15782,32,60,416.55,534
14618,32,52,353.81,534
15500,31,62,394.27,534
15745,31,59,374.69,534
18144,30,66,435.06,534
12704,30,63,363.73,534
12695,30,50,358.58,534
13808,28,65,387.45,534
15145,27,65,351.62,534
12994,27,63,419.56,534
12967,26,65,454.95,534
16949,26,51,604.54,534
12462,25,67,405.37,534
13882,25,60,353.27,534
13314,24,63,362.05,534
15951,24,59,370.03,534
16139,41,55,260.33,533
12775,40,62,292.97,533
12936,40,62,250.51,533
15977,40,59,287.46,533
14297,40,59,253.8,533
12920,40,53,272.03,533
13681,40,50,244.32,533
13940,40,48,245.2,533
13832,40,44,207.84,533
17297,40,43,184.8,533
13499,40,42,174.14,533
15116,40,41,192.8,533
16164,40,35,172.69,533
17034,39,62,303.77,533
14335,39,54,238.04,533
14912,39,49,224.04,533
14581,39,48,217.46,533
16020,39,44,196.85,533
16185,39,38,198.34,533
18130,38,66,284.17,533
16668,38,53,216.78,533
12421,38,53,212.72,533
17133,38,53,206.86,533
17247,38,49,260.09,533
16824,38,38,194.81,533
15428,38,36,247.59,533
17562,37,63,247.15,533
15186,37,40,222.94,533
14859,35,62,307.62,533
17885,35,50,207.55,533
14741,34,65,301.58,533
12906,34,63,286.77,533
14480,34,59,287.84,533
12657,34,52,316.53,533
16364,34,51,278.84,533
14470,34,46,314.62,533
13389,34,45,268.05,533
13258,34,40,214.82,533
15714,34,40,202.53,533
13238,34,35,219,533
13950,34,34,231.39,533
13429,33,64,206.91,533
15239,33,47,190.77,533
15297,33,37,177.44,533
16479,33,34,177.95,533
17727,32,64,333.16,533
12630,32,56,290.83,533
15467,32,53,226.68,533
12488,32,50,278.41,533
12953,32,43,315.41,533
15414,32,39,203.25,533
14188,31,64,253.84,533
17540,31,60,310.95,533
15197,31,59,246.55,533
12572,31,56,339.95,533
17828,31,55,304.9,533
12919,31,51,244.87,533
13410,31,51,228.6,533
16119,31,50,247.06,533
13171,31,46,314.65,533
14289,31,44,328.38,533
13040,31,42,200.82,533
17937,31,41,222,533
15101,31,41,219.23,533
15380,31,34,288.98,533
14788,30,58,277.15,533
17495,30,51,315.5,533
14594,30,47,250.14,533
12465,30,47,196.22,533
16759,30,41,219.95,533
14126,30,40,194.53,533
13630,28,66,274.39,533
12673,28,62,282.31,533
16535,28,62,274.1,533
14102,28,58,243.33,533
14720,28,34,264,533
15053,27,66,236.53,533
15097,27,65,336.84,533
16642,27,51,262.11,533
12925,27,49,201.77,533
17383,27,47,189.38,533
15274,27,45,182.97,533
14219,27,40,243.63,533
12646,27,40,168.74,533
14608,27,36,208.88,533
14931,27,36,168.56,533
12723,26,66,331.62,533
14140,26,65,247.43,533
15822,26,64,322.2,533
12716,26,63,266.44,533
16929,26,57,245.29,533
15992,26,53,241.65,533
17857,26,50,187.69,533
17250,26,49,246.37,533
18005,26,47,247.25,533
18154,26,45,192.3,533
14737,26,43,257.33,533
18167,26,39,218.63,533
17119,26,35,192.68,533
16368,25,66,301.93,533
15136,25,62,252.16,533
18237,25,61,302.42,533
17835,25,54,201.23,533
15568,25,48,212.54,533
14141,25,46,250.18,533
12828,25,45,216.14,533
14708,25,42,276.97,533
15883,25,41,207.18,533
15969,25,36,337.48,533
13026,24,60,183.78,533
16688,24,58,276.88,533
17522,24,57,231.79,533
17631,24,56,308.7,533
15156,24,54,263.84,533
12358,24,53,280.79,533
15208,24,48,318.18,533
15399,24,47,186.94,533
14138,24,46,199,533
17144,24,45,326.79,533
12526,23,67,317.27,533
12680,23,48,230.78,533
14883,41,48,159.64,532
16311,40,35,159.62,532
17385,37,38,152.45,532
17031,34,43,163.52,532
17806,34,36,111.71,532
12787,32,37,141.49,532
18158,32,34,111.58,532
13509,31,46,142.21,532
16333,30,45,137.98,532
15539,30,40,134.24,532
17386,30,36,138.53,532
15773,28,41,159.07,532
12719,28,34,165.9,532
18015,27,38,126.73,532
12628,27,37,165.99,532
14793,27,36,163.96,532
17666,26,40,155.6,532
13743,25,42,131.38,532
17503,25,36,159.67,532
13685,25,34,91.32,532
16322,24,36,161.35,532
12504,41,23,178.3,523
15634,40,32,180.1,523
15393,39,33,194.88,523
17523,34,33,169.23,523
15790,33,33,175.5,523
17466,33,32,195,523
14173,33,29,199.96,523
13928,33,24,198.97,523
12464,33,21,265.2,523
13784,32,33,192.66,523
14853,31,33,270.09,523
16500,27,32,304.37,523
12478,26,33,181.86,523
17924,24,32,170.1,523
13954,24,27,225.61,523
15344,23,32,309.22,523
16107,40,27,146.71,522
16352,40,26,104.56,522
17313,40,22,97.23,522
18274,40,20,113.28,522
13247,40,20,85.14,522
17453,40,19,103.04,522
13322,40,19,90.52,522
15699,40,16,135.76,522
12557,39,32,110.24,522
13502,39,28,125.86,522
16660,39,20,84.45,522
13899,39,19,95.59,522
12452,39,19,93.12,522
16079,39,18,89.61,522
16616,38,33,159.71,522
17767,38,31,139.7,522
14539,38,30,124.01,522
15725,38,29,138.65,522
13277,38,23,76.55,522
16596,38,19,112.7,522
16157,38,19,104.17,522
17557,37,27,142.26,522
13332,37,20,97.79,522
14703,37,20,79.93,522
16856,37,17,80.83,522
15473,37,17,78.95,522
12427,34,31,160.67,522
17359,34,31,154.53,522
15540,34,25,93.41,522
13844,34,20,89.21,522
12654,33,33,160.03,522
12798,33,33,95.72,522
13496,33,30,156.39,522
14349,33,28,117.9,522
17711,33,22,98.73,522
